CustomerName	OrderDate	OrderValue
De witt Standbridge	2022-04-14T20:48:13Z	500.47
Vernon Speller	2022-02-04T16:16:31Z	3118.43
Chandra O'Donoghue	2022-04-20T22:34:06Z	1587.39
Bee Skoggings	2021-08-10T23:27:16Z	4946.76
Van Prosch	2021-11-22T08:55:34Z	2892.35
Rip Hardware	2022-01-28T08:03:00Z	902.92
Chandra O'Donoghue	2022-02-25T19:03:43Z	2800.58
Malina Bruin	2022-01-23T13:38:05Z	2415.08
Raviv Extence	2021-09-07T12:29:36Z	2185.18
De witt Standbridge	2021-06-15T07:31:48Z	3308.54
Donall Deeming	2022-03-02T00:31:20Z	403.57
Raviv Extence	2021-12-31T18:50:29Z	3615.01
Nola Girardy	2022-03-20T02:03:59Z	3808.17
Blaire Dunleavy	2021-06-13T19:39:12Z	3627.96
Rip Hardware	2022-02-11T12:29:54Z	1988.84
Nola Girardy	2022-02-21T21:31:49Z	1705.56
Aland Pettendrich	2022-04-24T22:26:17Z	435.97
Malina Bruin	2022-05-03T17:17:04Z	487.95
Jarrett Olney	2022-01-29T14:53:34Z	4437.02
Dennie Bransom	2021-10-27T19:10:33Z	2244.98
Lenard Emlen	2021-10-22T04:59:04Z	409.76
Jarrett Olney	2021-07-31T01:30:45Z	852.84
Zabrina Deniskevich	2022-03-09T13:18:36Z	2623.09
Pierson Stutt	2021-10-18T05:54:52Z	4062.24
Blaire Dunleavy	2021-10-01T15:43:19Z	2588.05
Rip Hardware	2021-10-27T04:27:31Z	343.9
Laraine Ickovic	2022-01-18T04:19:25Z	345.26
Burlie Poulett	2021-06-22T21:28:08Z	3239.31
Rip Hardware	2021-12-26T01:20:31Z	4487.75
Vernon Speller	2022-01-01T05:04:08Z	2847.84
Zabrina Deniskevich	2022-04-12T18:32:02Z	2469.97
Dennie Bransom	2021-09-25T07:16:53Z	3666.01
Elizabeth Fagg	2021-11-15T09:01:50Z	4964.54
Van Prosch	2022-02-10T02:17:31Z	396.95
Bee Skoggings	2021-08-28T18:56:07Z	1635.56
Pierson Stutt	2022-05-02T23:30:02Z	734.74
De witt Standbridge	2021-09-19T22:07:05Z	4004.65
Raviv Extence	2022-04-05T11:13:34Z	3785.48
Elizabeth Fagg	2022-04-26T08:51:19Z	3660.5
De witt Standbridge	2021-06-22T03:58:31Z	4971.27
De witt Standbridge	2021-07-13T16:45:46Z	529.27
Pierson Stutt	2021-12-23T23:57:38Z	3362.88
Van Prosch	2021-08-01T16:31:28Z	3177.02
Blaire Dunleavy	2021-05-24T02:02:14Z	4890.71
Burlie Poulett	2021-06-04T16:07:41Z	4296.29
Donall Deeming	2021-09-28T07:20:34Z	2658.26
Laraine Ickovic	2021-08-02T12:39:07Z	783.02
De witt Standbridge	2022-01-31T02:58:36Z	1878.65
Raviv Extence	2021-07-06T13:54:28Z	307.01
Dennie Bransom	2021-10-03T21:39:30Z	2946.94
Elizabeth Fagg	2021-11-05T21:49:42Z	1323.7
Jarrett Olney	2021-06-16T22:30:57Z	679.55
Pierson Stutt	2022-03-10T17:08:19Z	1346.33
Laraine Ickovic	2021-06-28T00:56:08Z	4262.48
Lenard Emlen	2022-04-21T13:47:04Z	4900.01
Rip Hardware	2022-02-18T04:28:12Z	4531.13
Chandra O'Donoghue	2022-01-12T00:59:56Z	1717.32
Rip Hardware	2021-07-20T12:54:46Z	1119.52
Chandra O'Donoghue	2021-11-24T11:37:52Z	4352.94
Burlie Poulett	2021-09-16T23:51:11Z	2686.4
Elizabeth Fagg	2021-11-22T18:48:47Z	3430.71
Dennie Bransom	2021-08-20T22:46:52Z	2782.96
Cori Keohane	2021-10-15T02:22:36Z	1333.91
Laraine Ickovic	2022-01-19T20:16:55Z	1095.77
Dennie Bransom	2022-02-05T15:32:18Z	304.46
Van Prosch	2021-09-30T21:41:03Z	3435.59
Van Prosch	2022-02-12T22:14:37Z	1860.91
Donall Deeming	2021-07-30T22:51:02Z	4330.63
Bee Skoggings	2021-08-06T22:05:17Z	4491.36
Burlie Poulett	2022-03-07T10:44:11Z	1759.36
Dennie Bransom	2021-11-23T21:16:35Z	3349.0
Van Prosch	2021-08-29T04:07:43Z	2714.61
Jaquenette Skinner	2022-02-07T01:30:08Z	4149.12
Bee Skoggings	2021-06-20T12:13:31Z	334.72
Chandra O'Donoghue	2022-01-01T09:41:41Z	2944.61
Jarrett Olney	2022-02-27T07:19:52Z	2405.36
Elizabeth Fagg	2021-05-09T22:54:36Z	1151.79
Raviv Extence	2021-05-08T12:29:05Z	311.59
Van Prosch	2021-12-14T15:38:41Z	4688.65
Burlie Poulett	2021-11-22T00:08:49Z	1345.53
Vernon Speller	2021-08-13T10:02:47Z	4497.92
Malina Bruin	2021-07-04T17:34:15Z	430.57
Blaire Dunleavy	2021-09-16T19:44:18Z	3106.94
Vernon Speller	2021-12-26T17:19:11Z	856.74
Donall Deeming	2021-05-22T11:52:00Z	4100.69
De witt Standbridge	2022-01-21T14:05:45Z	1759.82
Blaire Dunleavy	2022-02-02T01:16:45Z	1017.36
Donall Deeming	2021-11-05T12:31:03Z	3863.86
Aland Pettendrich	2021-12-19T07:59:56Z	2355.82
Jaquenette Skinner	2021-09-11T16:19:14Z	397.0
Laraine Ickovic	2022-01-01T12:56:25Z	3299.69
Bee Skoggings	2021-07-05T02:41:36Z	1752.48
Aland Pettendrich	2021-11-14T11:17:42Z	3822.04
Pierson Stutt	2021-11-02T08:54:40Z	200.59
Zabrina Deniskevich	2021-08-16T07:33:03Z	2548.42
Chandra O'Donoghue	2021-08-19T05:35:20Z	4582.28
Elizabeth Fagg	2021-11-11T16:49:25Z	4427.4
Elizabeth Fagg	2022-01-31T06:45:18Z	841.61
De witt Standbridge	2021-09-07T00:46:10Z	569.24
Nola Girardy	2021-10-26T03:11:24Z	2117.85
Pierson Stutt	2021-11-07T23:58:34Z	3069.29
Chandra O'Donoghue	2021-06-20T12:34:28Z	1472.05
Chandra O'Donoghue	2021-06-23T14:22:48Z	1851.65
Elizabeth Fagg	2021-06-22T23:24:29Z	847.65
Raviv Extence	2021-11-09T01:51:07Z	1028.85
Aland Pettendrich	2021-11-19T17:56:08Z	1168.45
Aland Pettendrich	2021-08-28T04:45:10Z	2070.1
Zabrina Deniskevich	2021-09-07T13:38:37Z	1408.08
Pierson Stutt	2021-07-25T06:41:25Z	903.78
Lenard Emlen	2021-12-30T14:51:56Z	3962.97
De witt Standbridge	2021-12-29T05:40:01Z	3886.36
Cori Keohane	2021-10-27T21:15:15Z	781.12
Jarrett Olney	2021-05-10T05:53:19Z	1478.95
Blaire Dunleavy	2022-01-31T14:22:35Z	2003.59
Aland Pettendrich	2021-12-24T09:11:49Z	2816.76
Laraine Ickovic	2021-05-18T08:21:34Z	240.16
Pierson Stutt	2021-12-08T05:32:17Z	4432.69
Blaire Dunleavy	2022-04-17T00:50:52Z	1941.48
Lenard Emlen	2021-12-14T16:44:01Z	858.69
Aland Pettendrich	2021-12-30T12:55:56Z	2877.63
Pierson Stutt	2022-01-24T15:47:16Z	499.31
Burlie Poulett	2021-05-12T09:00:31Z	983.45
Pierson Stutt	2021-12-15T22:22:06Z	1587.34
Aland Pettendrich	2021-10-04T23:19:00Z	1415.67
Zabrina Deniskevich	2021-06-04T01:57:17Z	275.34
Zabrina Deniskevich	2021-11-08T15:31:41Z	4969.59
Bee Skoggings	2022-04-10T20:32:14Z	2436.29
Jarrett Olney	2022-03-02T01:35:52Z	4609.3
Elizabeth Fagg	2021-07-25T23:33:09Z	4377.98
Malina Bruin	2021-10-21T19:18:09Z	3517.98
Vernon Speller	2021-08-16T07:14:12Z	4528.29
De witt Standbridge	2022-03-08T03:14:21Z	1203.47
Donall Deeming	2021-09-09T16:04:21Z	920.41
Dennie Bransom	2021-09-28T09:43:40Z	2435.49
Jarrett Olney	2021-08-08T07:35:28Z	4911.85
Chandra O'Donoghue	2022-03-22T21:39:21Z	686.29
Pierson Stutt	2021-09-29T06:36:07Z	684.72
Cori Keohane	2021-05-13T22:58:51Z	1989.84
Blaire Dunleavy	2021-06-14T09:30:31Z	347.11
Jaquenette Skinner	2022-03-22T02:28:49Z	1178.88
Rip Hardware	2021-11-22T10:31:50Z	3402.86
Malina Bruin	2021-09-21T06:46:42Z	1873.94
Jaquenette Skinner	2021-07-02T23:38:13Z	2136.08
Burlie Poulett	2021-10-14T20:29:55Z	2672.35
Malina Bruin	2021-10-05T06:09:30Z	3238.11
Zabrina Deniskevich	2022-03-14T17:37:45Z	4217.82
Burlie Poulett	2022-03-26T10:21:04Z	3609.22
Rip Hardware	2021-12-03T22:31:06Z	4691.09
Dennie Bransom	2021-08-10T14:05:54Z	3746.48
Elizabeth Fagg	2022-04-03T21:25:58Z	443.07
Lenard Emlen	2021-07-23T21:54:12Z	4966.31
Laraine Ickovic	2021-11-11T17:43:16Z	2549.71
Jarrett Olney	2021-05-18T15:03:02Z	2069.77
Aland Pettendrich	2021-06-18T05:41:47Z	3603.43
Nola Girardy	2021-11-30T16:02:24Z	1387.95
Rip Hardware	2022-04-12T23:59:20Z	1893.98
Laraine Ickovic	2022-02-19T05:56:04Z	3282.8
Pierson Stutt	2022-02-18T04:45:49Z	423.87
Donall Deeming	2022-03-27T07:39:32Z	3210.6
Malina Bruin	2022-02-02T09:54:58Z	4673.17
Raviv Extence	2021-09-03T08:12:22Z	2906.03
Laraine Ickovic	2021-11-11T00:33:29Z	2989.18
Chandra O'Donoghue	2022-01-05T02:05:40Z	3986.06
Vernon Speller	2022-02-24T13:47:17Z	3053.6
Van Prosch	2022-04-15T20:24:38Z	1407.68
Vernon Speller	2022-04-01T11:44:57Z	2574.7
Lenard Emlen	2021-10-15T07:07:41Z	1370.7
Dennie Bransom	2022-01-04T21:47:31Z	4530.08
Pierson Stutt	2021-11-18T05:08:21Z	3343.36
Burlie Poulett	2021-06-01T00:43:29Z	2001.73
Van Prosch	2021-10-28T09:33:45Z	1694.75
Rip Hardware	2021-09-27T16:48:35Z	1410.04
Van Prosch	2022-03-16T01:02:35Z	3289.0
Raviv Extence	2021-12-07T08:57:35Z	3757.53
Laraine Ickovic	2021-12-05T19:01:44Z	2494.52
Pierson Stutt	2021-05-16T07:11:01Z	3266.73
Jarrett Olney	2022-03-30T20:47:27Z	1291.67
Lenard Emlen	2021-08-29T22:52:47Z	1586.67
Burlie Poulett	2021-10-09T04:50:35Z	1734.99
Rip Hardware	2021-12-31T18:47:21Z	3857.88
Van Prosch	2022-05-03T09:54:44Z	4823.4
Aland Pettendrich	2022-01-12T07:15:02Z	3675.5
Jarrett Olney	2022-03-19T14:12:49Z	3193.76
Jaquenette Skinner	2021-07-26T12:32:12Z	1495.2
Pierson Stutt	2022-01-20T11:42:26Z	1053.75
Raviv Extence	2021-09-11T07:52:30Z	848.01
Nola Girardy	2021-07-26T19:24:18Z	2191.73
Zabrina Deniskevich	2022-01-25T03:51:13Z	1190.24
Cori Keohane	2021-07-22T05:14:21Z	3298.19
Jaquenette Skinner	2021-09-27T05:33:17Z	1857.9
Pierson Stutt	2022-01-07T20:50:44Z	4490.01
Malina Bruin	2021-09-01T21:11:12Z	1585.86
Jarrett Olney	2022-04-01T18:20:43Z	2717.44
Elizabeth Fagg	2021-07-06T16:17:44Z	1062.21
Vernon Speller	2021-07-16T15:28:01Z	1658.25
Jarrett Olney	2021-06-21T05:24:15Z	1928.69
Lenard Emlen	2021-07-07T13:09:53Z	866.31
Donall Deeming	2021-11-24T07:35:16Z	4014.77
Van Prosch	2021-12-11T06:00:26Z	598.15
Aland Pettendrich	2021-11-10T18:24:21Z	4596.82
Bee Skoggings	2021-12-08T05:59:58Z	1067.51
De witt Standbridge	2021-09-30T07:10:02Z	3197.6
Donall Deeming	2021-09-17T05:52:10Z	4399.43
Nola Girardy	2022-02-13T23:12:37Z	753.5
Dennie Bransom	2021-05-16T21:57:32Z	1722.63
Jaquenette Skinner	2021-09-11T04:50:27Z	2053.11
Blaire Dunleavy	2022-02-28T20:23:43Z	1005.21
Cori Keohane	2021-11-27T05:41:37Z	3048.71
Laraine Ickovic	2021-10-11T08:54:44Z	2763.41
Dennie Bransom	2021-07-30T07:48:12Z	3275.49
Aland Pettendrich	2021-09-05T00:39:44Z	2898.84
Nola Girardy	2021-11-04T05:00:39Z	3876.77
Elizabeth Fagg	2021-09-21T08:56:47Z	550.57
Van Prosch	2021-11-03T00:34:46Z	4810.63
Lenard Emlen	2021-08-24T23:08:29Z	823.67
Van Prosch	2022-03-17T00:10:33Z	1906.33
Bee Skoggings	2021-10-08T01:32:49Z	4878.8
Pierson Stutt	2022-01-06T14:18:26Z	4991.85
Cori Keohane	2021-08-28T19:02:25Z	2472.35
Blaire Dunleavy	2021-07-01T00:21:06Z	4626.76
Vernon Speller	2021-12-03T16:36:53Z	2265.74
Lenard Emlen	2021-07-08T06:31:56Z	2667.78
Aland Pettendrich	2021-07-04T05:07:46Z	1020.83
Blaire Dunleavy	2021-07-21T17:09:27Z	4999.81
Blaire Dunleavy	2021-08-19T23:46:54Z	2101.51
Donall Deeming	2022-03-14T03:07:23Z	3355.29
Malina Bruin	2022-05-04T18:06:42Z	1536.87
Laraine Ickovic	2022-02-11T09:12:13Z	3890.47
Jaquenette Skinner	2022-01-28T06:40:50Z	1568.2
Cori Keohane	2021-05-29T10:18:37Z	4295.11
Elizabeth Fagg	2021-10-21T06:57:31Z	3072.81
Rip Hardware	2022-01-07T11:42:33Z	2415.61
Nola Girardy	2022-03-13T09:30:49Z	1737.49
Donall Deeming	2021-07-05T00:35:19Z	1142.97
Bee Skoggings	2022-01-11T22:02:27Z	2681.37
Burlie Poulett	2021-05-16T04:24:09Z	3913.02
Blaire Dunleavy	2021-07-03T18:21:50Z	390.37
Van Prosch	2022-05-07T01:44:10Z	4786.4
Rip Hardware	2022-02-06T15:27:38Z	838.85
Jaquenette Skinner	2021-12-17T03:08:12Z	2119.5
Vernon Speller	2022-01-23T03:14:04Z	4657.07
Bee Skoggings	2022-03-17T20:56:37Z	4924.32
Raviv Extence	2021-08-07T16:32:39Z	1395.62
Burlie Poulett	2021-07-11T16:50:30Z	4888.18
Raviv Extence	2022-05-07T07:54:57Z	2437.19
Blaire Dunleavy	2022-03-29T08:35:44Z	4907.3
Chandra O'Donoghue	2022-01-22T17:00:07Z	4371.14
Malina Bruin	2021-08-10T03:27:46Z	2524.08
Lenard Emlen	2021-12-20T04:19:16Z	518.34
De witt Standbridge	2022-02-03T19:28:40Z	4052.62
Lenard Emlen	2021-11-09T12:06:37Z	2141.04
Donall Deeming	2021-12-13T23:19:14Z	2177.3
Zabrina Deniskevich	2021-10-31T18:22:30Z	3140.69
Cori Keohane	2021-05-16T10:35:20Z	2175.98
Elizabeth Fagg	2021-10-15T07:29:01Z	3514.7
Dennie Bransom	2021-07-26T06:39:28Z	1016.42
Van Prosch	2021-08-18T07:28:40Z	1657.55
Burlie Poulett	2021-11-10T17:11:15Z	304.24
Cori Keohane	2021-10-02T21:48:14Z	1333.96
Chandra O'Donoghue	2021-07-02T22:38:51Z	4436.64
Pierson Stutt	2022-01-23T05:41:43Z	304.59
Rip Hardware	2021-06-11T16:53:47Z	581.24
Bee Skoggings	2022-04-05T04:51:25Z	1617.53
Laraine Ickovic	2022-02-09T12:33:33Z	3043.72
Lenard Emlen	2021-12-13T20:33:44Z	3871.29
Pierson Stutt	2021-05-15T00:18:27Z	382.46
Jaquenette Skinner	2022-04-02T00:44:21Z	1547.22
Aland Pettendrich	2021-07-31T15:24:34Z	1162.86
Raviv Extence	2021-05-24T15:07:42Z	3127.9
Vernon Speller	2021-12-05T08:09:37Z	3538.43
Lenard Emlen	2021-12-05T23:37:42Z	4607.21
Vernon Speller	2021-12-04T03:04:14Z	954.03
Bee Skoggings	2021-06-16T16:22:16Z	3745.94
Vernon Speller	2021-11-16T16:56:42Z	3521.43
Burlie Poulett	2021-08-22T13:39:32Z	762.49
Bee Skoggings	2021-09-01T03:21:33Z	3590.64
Jaquenette Skinner	2021-08-18T21:17:24Z	3642.91
Vernon Speller	2021-12-03T23:16:10Z	3048.36
Dennie Bransom	2021-12-02T09:24:13Z	3230.57
Chandra O'Donoghue	2021-06-07T02:17:09Z	1750.1
Blaire Dunleavy	2021-10-26T20:28:29Z	3172.42
Van Prosch	2021-07-10T20:34:27Z	3760.63
Rip Hardware	2022-05-07T00:39:07Z	4206.99
Pierson Stutt	2021-05-14T23:13:55Z	4607.77
Burlie Poulett	2021-09-13T12:43:27Z	2685.62
Chandra O'Donoghue	2021-12-11T00:27:12Z	556.01
Zabrina Deniskevich	2021-09-04T07:23:32Z	3980.48
Rip Hardware	2021-10-24T16:53:35Z	3313.04
Van Prosch	2022-02-06T00:29:06Z	4693.64
Raviv Extence	2022-03-28T16:52:15Z	4328.48
Malina Bruin	2021-07-21T15:45:08Z	4982.11
Malina Bruin	2021-12-22T04:51:50Z	3030.27
Dennie Bransom	2022-03-17T20:17:10Z	3918.06
Elizabeth Fagg	2021-06-30T16:22:39Z	4833.29
Jaquenette Skinner	2021-09-23T08:06:10Z	572.71
Cori Keohane	2022-03-16T04:36:09Z	1671.2
Raviv Extence	2021-09-04T19:15:04Z	1847.46
Burlie Poulett	2021-12-27T14:05:02Z	4771.1
Nola Girardy	2021-10-09T07:23:17Z	4196.47
Nola Girardy	2022-03-09T13:28:00Z	4984.32
Rip Hardware	2022-05-03T22:34:53Z	4073.2
Malina Bruin	2021-11-22T13:52:11Z	4382.17
Dennie Bransom	2021-09-16T18:55:43Z	4156.05
Dennie Bransom	2021-10-24T11:38:11Z	4744.15
De witt Standbridge	2021-11-30T04:56:05Z	960.26
Laraine Ickovic	2022-02-19T00:49:39Z	966.57
Cori Keohane	2021-07-16T05:53:11Z	693.4
Laraine Ickovic	2021-05-23T17:02:37Z	459.37
Chandra O'Donoghue	2021-10-11T23:58:38Z	715.54
Jaquenette Skinner	2022-02-01T17:58:26Z	4655.25
Zabrina Deniskevich	2021-06-13T09:51:58Z	1303.47
Lenard Emlen	2021-12-08T14:36:51Z	3964.72
Lenard Emlen	2021-06-09T16:14:11Z	4574.79
Jarrett Olney	2022-03-25T02:03:18Z	4724.4
Jarrett Olney	2021-10-02T15:21:36Z	746.94
Burlie Poulett	2021-10-25T08:50:56Z	4043.22
De witt Standbridge	2021-05-27T01:31:40Z	3946.69
Malina Bruin	2022-01-23T04:55:22Z	1074.59
Blaire Dunleavy	2021-06-23T13:43:15Z	4671.32
Aland Pettendrich	2021-08-23T22:59:03Z	1888.47
De witt Standbridge	2021-09-19T19:45:04Z	2370.88
Malina Bruin	2022-04-24T07:23:01Z	4016.82
De witt Standbridge	2021-06-12T12:39:11Z	1322.61
Pierson Stutt	2022-04-17T22:00:56Z	766.99
Vernon Speller	2022-02-23T02:39:30Z	2681.76
Burlie Poulett	2022-02-04T12:18:25Z	4152.34
Malina Bruin	2021-05-18T21:14:53Z	1791.44
Burlie Poulett	2021-08-21T15:59:20Z	3819.84
Raviv Extence	2021-10-22T19:32:39Z	4839.58
Blaire Dunleavy	2022-04-27T00:27:19Z	4568.83
Nola Girardy	2022-03-28T02:15:27Z	4172.07
Chandra O'Donoghue	2022-05-01T22:45:00Z	4353.39
Burlie Poulett	2021-11-21T11:56:25Z	4634.42
Zabrina Deniskevich	2022-04-12T20:16:22Z	4172.3
Aland Pettendrich	2022-02-17T14:28:03Z	677.78
Malina Bruin	2022-03-13T07:50:42Z	2389.05
De witt Standbridge	2022-01-26T20:15:30Z	3373.9
Laraine Ickovic	2022-01-13T09:01:41Z	1625.08
Laraine Ickovic	2021-09-04T01:32:50Z	2569.87
De witt Standbridge	2021-06-03T05:56:45Z	2004.87
Cori Keohane	2021-12-13T18:37:47Z	3081.87
Raviv Extence	2022-03-19T14:56:07Z	946.14
Zabrina Deniskevich	2022-01-07T19:58:28Z	3957.46
Chandra O'Donoghue	2021-12-17T05:46:20Z	2651.48
Pierson Stutt	2021-11-03T09:29:29Z	1085.7
Chandra O'Donoghue	2021-10-14T16:33:30Z	274.53
Donall Deeming	2021-07-27T11:10:31Z	992.31
Aland Pettendrich	2021-12-29T03:45:53Z	1304.12
Donall Deeming	2022-02-28T17:33:57Z	3289.35
Elizabeth Fagg	2022-02-20T23:55:41Z	240.01
Van Prosch	2021-08-28T14:50:43Z	3399.2
Dennie Bransom	2021-10-28T21:29:32Z	2996.35
De witt Standbridge	2021-12-30T00:38:35Z	3224.95
Dennie Bransom	2021-08-16T02:09:01Z	4173.13
Burlie Poulett	2021-10-15T08:10:40Z	2685.46
Elizabeth Fagg	2021-10-25T08:23:56Z	1263.9
Raviv Extence	2021-07-19T05:14:46Z	2932.09
Rip Hardware	2021-10-17T23:11:45Z	3368.78
Elizabeth Fagg	2022-01-28T03:15:13Z	3918.6
Elizabeth Fagg	2021-06-11T04:09:18Z	2688.85
Bee Skoggings	2022-04-03T08:57:46Z	3481.8
Chandra O'Donoghue	2021-10-17T10:06:00Z	1787.99
Jarrett Olney	2022-01-11T01:57:59Z	3292.15
Elizabeth Fagg	2021-08-27T14:19:12Z	2307.09
Blaire Dunleavy	2021-05-15T22:41:10Z	645.15
Jarrett Olney	2022-01-17T20:17:06Z	2436.25
Bee Skoggings	2021-05-17T15:01:41Z	424.65
Rip Hardware	2021-12-10T17:08:35Z	2626.07
Laraine Ickovic	2022-01-15T10:42:21Z	751.28
De witt Standbridge	2022-02-07T15:22:11Z	1130.83
Jaquenette Skinner	2021-12-09T22:42:23Z	1156.13
Laraine Ickovic	2021-06-19T02:35:23Z	3159.56
Raviv Extence	2022-02-15T09:46:38Z	2820.53
Vernon Speller	2021-11-20T15:05:51Z	1829.54
Aland Pettendrich	2022-03-18T19:25:10Z	4357.57
Raviv Extence	2021-09-17T17:00:14Z	4544.82
Aland Pettendrich	2021-06-20T22:22:49Z	4373.38
Donall Deeming	2021-10-30T05:03:39Z	3028.7
Raviv Extence	2022-04-07T03:24:39Z	656.17
Pierson Stutt	2022-02-23T04:20:25Z	1273.85
Pierson Stutt	2021-08-07T17:00:24Z	2835.21
Elizabeth Fagg	2022-02-09T19:25:04Z	2636.71
Van Prosch	2022-02-27T08:49:05Z	3280.75
Chandra O'Donoghue	2022-02-26T09:50:49Z	950.51
Malina Bruin	2022-03-09T14:26:36Z	4504.81
Van Prosch	2021-06-05T03:30:16Z	3007.46
Elizabeth Fagg	2022-01-26T05:10:26Z	1659.41
Vernon Speller	2021-09-22T09:52:13Z	4222.21
Elizabeth Fagg	2022-02-22T14:00:13Z	3998.39
Nola Girardy	2021-08-01T16:30:47Z	739.09
Rip Hardware	2021-07-25T18:01:44Z	294.43
Jarrett Olney	2021-07-20T18:00:16Z	1488.73
Chandra O'Donoghue	2021-08-25T21:59:49Z	2271.92
De witt Standbridge	2022-01-27T01:18:37Z	3810.38
Elizabeth Fagg	2021-11-23T02:11:41Z	3595.07
Jarrett Olney	2021-11-22T11:49:19Z	4264.75
Aland Pettendrich	2021-10-07T20:41:39Z	3968.95
Chandra O'Donoghue	2021-08-10T20:07:22Z	3045.93
Donall Deeming	2021-11-04T18:05:28Z	3387.65
Chandra O'Donoghue	2021-10-29T05:51:23Z	3272.71
Burlie Poulett	2021-07-02T03:59:46Z	4341.83
Jarrett Olney	2021-07-04T22:14:51Z	2565.32
Chandra O'Donoghue	2021-10-17T00:44:07Z	2386.89
Raviv Extence	2022-05-03T01:44:28Z	4865.07
Elizabeth Fagg	2021-08-02T03:11:25Z	4811.88
Blaire Dunleavy	2021-07-14T18:26:22Z	3543.8
Laraine Ickovic	2021-07-25T08:10:12Z	949.67
Rip Hardware	2021-07-12T13:52:09Z	3949.67
Burlie Poulett	2021-10-31T22:40:19Z	2493.88
Blaire Dunleavy	2021-06-26T08:30:54Z	4734.25
Cori Keohane	2022-03-24T00:17:05Z	3599.47
Nola Girardy	2022-04-15T07:29:18Z	3984.99
Jaquenette Skinner	2021-06-30T11:56:21Z	3122.89
Chandra O'Donoghue	2021-11-09T21:49:26Z	3381.39
Dennie Bransom	2022-03-20T14:47:55Z	3754.49
Burlie Poulett	2022-03-28T17:01:37Z	4785.79
Van Prosch	2021-09-23T09:24:10Z	219.2
Pierson Stutt	2021-10-17T17:36:05Z	3400.21
Rip Hardware	2021-11-02T16:49:47Z	4240.53
Chandra O'Donoghue	2021-07-23T11:03:09Z	2975.58
Jaquenette Skinner	2021-12-01T17:39:07Z	3103.97
Malina Bruin	2021-10-04T06:14:27Z	1983.93
Burlie Poulett	2022-03-18T11:55:15Z	4015.72
Blaire Dunleavy	2022-03-27T11:11:21Z	4302.62
Aland Pettendrich	2021-12-31T13:08:32Z	3115.84
Raviv Extence	2021-11-14T20:59:00Z	3139.68
Dennie Bransom	2021-06-18T11:42:48Z	3491.53
Chandra O'Donoghue	2021-06-12T08:25:05Z	2988.77
Nola Girardy	2021-08-30T07:10:02Z	4664.59
Aland Pettendrich	2021-12-15T03:26:20Z	2182.38
Donall Deeming	2021-12-27T15:35:15Z	2522.62
Elizabeth Fagg	2021-12-22T07:10:23Z	3478.34
Lenard Emlen	2021-09-06T02:26:06Z	4089.08
Nola Girardy	2022-01-26T17:15:46Z	3390.67
Laraine Ickovic	2022-01-11T11:15:59Z	2481.32
Blaire Dunleavy	2021-10-04T22:19:29Z	2488.14
Jaquenette Skinner	2022-04-11T12:12:26Z	667.97
Pierson Stutt	2021-10-19T03:35:32Z	2605.04
Laraine Ickovic	2022-01-27T13:13:45Z	3872.86
Chandra O'Donoghue	2022-04-03T14:38:47Z	2694.11
Van Prosch	2021-07-20T09:31:25Z	2709.98
Burlie Poulett	2021-08-10T08:29:20Z	828.21
De witt Standbridge	2022-03-22T14:56:08Z	1393.48
Pierson Stutt	2021-10-20T23:23:10Z	2105.33
Donall Deeming	2021-08-09T00:21:59Z	562.91
Malina Bruin	2022-03-17T13:13:35Z	2651.47
Aland Pettendrich	2021-12-07T11:44:02Z	938.62
Dennie Bransom	2021-08-31T07:29:52Z	2220.0
Jarrett Olney	2021-10-14T18:22:06Z	1697.33
Malina Bruin	2022-02-26T02:21:03Z	4587.24
Jaquenette Skinner	2021-10-29T01:36:13Z	268.99
Raviv Extence	2021-06-11T12:36:18Z	3194.62
Lenard Emlen	2021-08-15T17:46:02Z	3328.73
Chandra O'Donoghue	2021-08-03T10:05:29Z	3106.91
Vernon Speller	2021-07-28T11:23:27Z	4903.65
Vernon Speller	2021-06-18T10:31:40Z	1791.51
Van Prosch	2022-02-11T01:45:51Z	1532.51
Dennie Bransom	2021-11-21T09:16:24Z	1702.49
Cori Keohane	2022-01-28T05:57:40Z	3459.74
Donall Deeming	2022-04-05T23:00:23Z	1731.69
Nola Girardy	2021-07-18T10:55:04Z	1992.53
Van Prosch	2021-10-04T23:45:22Z	505.34
Donall Deeming	2022-05-04T12:08:00Z	1960.64
Malina Bruin	2021-11-22T23:50:04Z	3809.45
Aland Pettendrich	2022-01-17T22:46:10Z	4248.83
Jaquenette Skinner	2021-09-16T22:21:06Z	208.83
Van Prosch	2022-01-15T09:37:46Z	1173.03
Donall Deeming	2021-06-21T21:40:02Z	488.22
Lenard Emlen	2021-06-20T14:29:14Z	618.7
Burlie Poulett	2021-09-09T07:36:11Z	3953.88
Raviv Extence	2021-11-07T15:29:33Z	3686.43
Cori Keohane	2021-10-25T02:59:10Z	3187.49
Dennie Bransom	2021-08-22T14:58:24Z	3812.34
Malina Bruin	2022-03-10T00:11:51Z	909.36
Elizabeth Fagg	2022-01-21T20:17:37Z	4095.27
Blaire Dunleavy	2021-10-23T00:48:21Z	4172.89
Aland Pettendrich	2021-12-25T12:05:24Z	1747.2
Donall Deeming	2021-12-16T04:39:52Z	2770.47
Dennie Bransom	2021-05-31T01:45:00Z	2263.15
Donall Deeming	2022-01-03T12:26:18Z	4133.56
Bee Skoggings	2022-01-26T22:21:12Z	4104.32
